Linux 5.15.0-139-generic (yusha-ThinkStation-S30) 	10/05/2025 	_x86_64_	(4 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13:51:15        0         1    0.00    0.00    0.00    0.00    0.00     3      0.00      0.00  168588   11892   0.15  systemd
13:51:15        0         2    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  kthreadd
13:51:15        0         3    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  rcu_gp
13:51:15        0         4    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  rcu_par_gp
13:51:15        0         5    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  slub_flushwq
13:51:15        0         6    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  netns
13:51:15        0         8    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  kworker/0:0H-events_highpri
13:51:15        0        10    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  mm_percpu_wq
13:51:15        0        11    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  rcu_tasks_rude_
13:51:15        0        12    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  rcu_tasks_trace
13:51:15        0        13    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  ksoftirqd/0
13:51:15        0        14    0.00    0.00    0.00    0.00    0.00     2      0.00      0.00       0       0   0.00  rcu_sched
13:51:15        0        15    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  migration/0
13:51:15        0        16    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  idle_inject/0
13:51:15        0        18    0.00    0.00    0.00    0.00    0.00     0      0.00      0.00       0       0   0.00  cpuhp/0
13:51:15        0        19    0.00    0.00    0.00    0.00    0.00     1      0.00      0.00       0       0   0.00  cpuhp/1
13:51:15        0        20    0.00    0.00    0.00    0.00    0.00     1      0.00      0.00       0       0   0.00  idle_inject/1
13:51:15        0        21    0.00    0.00    0.00    0.00    0.00     1      0.00      0.00       0       0   0.00  migration/1
13:51:15        0        22    0.00    0.00    0.00    0.00    0.00     1      0.00      0.00       0       0   0.00  ksoftirqd/1
13:51:15        0        24    0.00    0.00    0.00    0.00    0.00     1      0.00      0.00       0       0   0.00  kworker/1:0H-events_highpri
